textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
fbba87adcf, nup no cd either.. just a whole bunch of zeros and ones you can have for free,nup no cd either.. just a whole bunch of zeros and ones you can have for free,neutral,night,31-45,Tonga,105695,720,147
5cc8486398,My graduation day... And i feel like a failure...,My graduation day... And i feel like a failure...,neutral,morning,46-60,Trinidad and Tobago,1399488,5130,273
8f74422345,ops   that lol wasnt supposed to got to twitter,ops   that lol wasnt supposed to got to twitter,neutral,noon,60-70,Tunisia,11818619,155360,76
03f9f6f798,"I don`t think I`ve ever been so tierd in my life.Ugh,goodnight.So sleeping in tomorrow",I don`t think I`ve ever been so tierd in my life.U,negative,night,70-100,Turkey,84339067,7.70E+05,110
df120c16ce, What are u going to do today my girl?,What are u going to do today my girl?,neutral,morning,0-20,Turkmenistan,6031200,469930,13
7f0cdc1ac1,why doesnt he want me anymore,why doesnt he want me anymore,negative,noon,21-30,Tuvalu,11792,30,393
c8ac0b9545,bad hair day,bad hair day,negative,night,31-45,Uganda,45741007,199810,229
bc879a25b0,.....headache,headache,negative,morning,46-60,Ukraine,43733762,579320,75
c3bdaf65c9,sorry guys i didn`t sign in for a while  sorry every1,sorry,negative,noon,60-70,United Arab Emirates,9890402,83600,118
fa82c3881c," I am just `okay-okay` .. like the rest of the sane population in the world, I hate mondays","I am just `okay-okay` .. like the rest of the sane population in the world, I hate mondays",neutral,night,70-100,United Kingdom,67886011,241930,281
6cb03d7c46,mozart`s requiem!,mozart`s requiem!,neutral,morning,0-20,United States of America,331002651,9147420,36
4344cafbdc," i think i am a bit, in love with his creations and wit but not that physically attracted to him although he has great style","i think i am a bit, in love with his creations and wit but not that physically attracted to him although he has great style",neutral,noon,21-30,Uruguay,3473730,175020,20
e573de5429,_a_michael Hey! thanks for another great day! I`m going to sleep now! I`ll chat with you tomorrow!  Sweet dreams!,thanks for another great day!,positive,night,31-45,Uzbekistan,33469203,425400,79
4f9abe51eb," I bet its cool down in SR, huh? It`s not here. I haven`t stopped sweating since noon when dad and I were packing",huh?,negative,morning,46-60,Vanuatu,307145,1.22E+04,25
3ca79f00a1," OHSHNAPSSS. is she pissed at blair as usual ? hahah. & yeeeah, i bake cookies","OHSHNAPSSS. is she pissed at blair as usual ? hahah. & yeeeah, i bake cookies",neutral,noon,60-70,Venezuela,28435940,882050,32
1fce3e2d7b, no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren`t you?  SOPROUDOFYOU.,no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren`t you?  SOPROUDOFYO,neutral,night,70-100,Vietnam,97338579,310070,314
21c1915272," http://twitpic.com/4v0vr - cool! you and your mother have awesome hair styles,! Wish her a happy mother`s day!",awesome,positive,morning,0-20,Yemen,29825964,527970,56
efa98d8489,happy mother`s day mothers.,happy,positive,noon,21-30,Zambia,18383955,743390,25
7c59eb38ea,<---My expression watching this again: http://tinyurl.com/eqbwe,<---My expression watching this again: http://tinyurl.com/eqbwe,neutral,night,31-45,Zimbabwe,14862924,386850,38
e69a965399,Stupid bipolar weather ruined my day off,Stupid,negative,morning,46-60,Afghanistan,38928346,652860,60
2f1cd44ea2, I didn`t want to tell you but I think it`s your body odour,I didn`t want to tell you but I think it`s your body odour,negative,noon,60-70,Albania,2877797,27400,105
0a91a64e53, nice beta for easports still no news on the online for madden,nice beta for easports still no news on the online for madden,neutral,night,70-100,Algeria,43851044,2381740,18
a5fbb6fbe8, thats pretty bad quality and probably the worst pic u posted till date,bad,negative,morning,0-20,Andorra,77265,470,164
a63858d0d8,I missed your calls,missed,negative,noon,21-30,Angola,32866272,1246700,26
3e4b3ec6a6, Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our own...flitter,Unfortunately,negative,night,31-45,Antigua and Barbuda,97929,440,223
be6c6fa1b5,just came back from karaoke & eating dinner with emily. it was sooooo much fun,fun,positive,morning,46-60,Argentina,45195774,2736690,17
271c145699, Discrimination is not a bad thing. I`ve learned to say no. My children would say I mastered that years ago,Discrimination is not a bad thing.,positive,noon,60-70,Armenia,2963243,28470,104
4dd72d3713, sure i can talk....the fabulous **** part though is out  sorry dear,sure i can talk....the fabulous **** part though is out  sorry dear,neutral,night,70-100,Australia,25499884,7682300,3
63a116ae1b," did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though","tease,",negative,morning,0-20,Austria,9006398,8.24E+04,109
167b97c32a,Just got back from working out. I`m feeling pretty good. work at 4:30,Just got back from working out. I`m feeling pretty good.,positive,noon,21-30,Azerbaijan,10139177,82658,123
9fd51c9c2c,Ahhh My Satz blend didn`t save,Ahhh My Satz blend didn`t save,neutral,night,31-45,Bahamas,393244,10010,39
d7a7afa0a2," So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!","So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!",positive,morning,46-60,Bahrain,1701575,760,2239
2331d16c42,DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!,Thank the heavens.,positive,noon,60-70,Bangladesh,164689383,130170,1265
f7aa8dcfb8,My ear are popping.,My ear are popping.,neutral,night,70-100,Barbados,287375,430,668
4efc7222ad,working on diffusing that irritation but this traffic sure isn`t helping  mother F! it`s always real bad the days th@ i help plan stuff,bad,negative,morning,0-20,Belarus,9449323,202910,47
925e61d3d8, I submitted my resume the same day and saw no answer back. Oh well...,no answer back.,negative,noon,21-30,Belgium,11589623,30280,383
07e2021536,Catching up on 2 weeks of LOST and Grey`s!!    House is quiet again.,Catching up on 2 weeks of LOST and Grey`s!!    House is quiet again.,neutral,night,31-45,Belize,397628,22810,17
ff0112e0e7,I love when ryans a housewife. Makes me smile.,me smile.,positive,morning,46-60,Benin,12123200,112760,108
15f47296e2,Sooo.....I`m kinda o sick n tired of the bs that guys dish out  !!!!!!!!,I`m kinda o sick n tired,negative,noon,60-70,Bhutan,771608,3.81E+04,20
eba1f29fb0, boo... i was hoping for a fake alien story with a tinfoil covered beachball photo,boo.,negative,night,70-100,Bolivia,11673021,1083300,11
57dcad6611, hey Phillll! Wazzuppppp?!,hey Phillll! Wazzuppppp?!,neutral,morning,0-20,Bosnia and Herzegovina,3280819,51000,64
4e85f6e9b0,missed out on westcott micro apollo too,missed out,negative,noon,21-30,Botswana,2351627,566730,4
e5b5debcdc, .. .great.. you can buy me lunch when i get my 10-15% pay cut next month..,.great.,positive,night,31-45,Brazil,212559417,8358140,25
2a2fd0848d,"finally gone to the beach, yeaaaah!","finally gone to the beach, yeaaaah!",positive,morning,46-60,Brunei,437479,5270,83
98ef34a9f4,_ranjan Did I ever mention what a nice and awesome dude you are?,awesome,positive,noon,60-70,Bulgaria,6948445,108560,64
e68a0375b2,"last weekday of doing nothing, school starts next week!!!","last weekday of doing nothing, school starts next week!!!",neutral,night,70-100,Burkina Faso,20903273,273600,76
be8ba96aca, Hello Gorgeous GIRL! Nice new pic!  HOw are you today,Gorgeous GIRL!,positive,morning,0-20,Burundi,11890784,25680,463
e6eb0f8e54,Ok that **** duet was hysterical LOL,hysterical,positive,noon,21-30,C�te d'Ivoire,26378274,318000,83
e364d5cdd1,"ok, i have to turn off all of my twitter device updates until i get a new battery. phone goes from fully charged to dead in about 5 hours","ok, i have to turn off all of my twitter device updates until i get a new battery. phone goes from fully charged to dead in about 5 hours",neutral,night,31-45,Cabo Verde,555987,4.03E+03,138
a5d4af0d80,michelle is a hot mama with chichis grande,michelle is a hot mama with chichis grande,neutral,morning,46-60,Cambodia,16718965,176520,95
4ccb7ef67c," either way, you always tend to make my #followfriday list, sweetie - you do rock that much",you do rock that much,positive,noon,60-70,Cameroon,26545863,472710,56
a82816a060, no one I know likes boiled peanuts t.,no one I know likes boiled peanuts t.,neutral,night,70-100,Canada,37742154,9093510,4
331663d438,"watched 100th episode of numb3rs. loved how they did a throwback to the first episode, using the sprinkler theory",loved,positive,morning,0-20,Central African Republic,4829767,622980,8
ae8fd767fc,I`m sleepy but is feeling under the weather! ugh! These **** tonsils. I need some company or somebody to talk too!,ugh! These **** tonsils.,negative,noon,21-30,Chad,16425864,1259200,13
61e04b8f6e, Please get a cell phone with a better camera on it... your pictures are real bad quality compared to those that Miley took,Please get a cell phone with a better camera on it... your pictures are real bad quality compared to those that Miley took,neutral,night,31-45,Chile,19116201,743532,26
cc0bc2a05d,"_Ichigo She tried to carry on aswell, bless, I suppose maybe that`s why kids shouldn`t be in it?","bless,",positive,morning,46-60,China,1439323776,9388211,153
e553176c2a,"booziest weekend in a long time, good fun though!",good fun,positive,noon,60-70,Colombia,50882891,1109500,46
762b9211cf,Counting the hours of lost sunshine until the Weekend,lost,negative,night,70-100,Comoros,869601,1861,467
241ece149d,"planning! and trying to call the doctor, though that isn`t going so well. So mostly, planning",though that isn`t going so well.,negative,morning,0-20,Congo (Congo-Brazzaville),5518087,3.42E+05,16
716301c33e, Hoooray!  I`m hooked already,Hoooray!  I`m hooked already,neutral,noon,21-30,Costa Rica,5094118,51060,100
119bbd840c, Ok then have a good day,good,positive,night,31-45,Croatia,4105267,55960,73
6beb4754f0, I agree. Everybody would`ve been excited and then it goes... ohhhh nooooo..... MS screws up again..,I agree. Everybody would`ve been excited and then it goes... ohhhh nooooo..... MS screws up again..,neutral,morning,46-60,Cuba,11326616,106440,106
b8fbbf1936,Edge left me off the contributors list in this month`s issue.  x FFS. <- Werd,Edge left me off the contributors list in this month`s issue.,neutral,noon,60-70,Cyprus,1207359,9240,131
7314b068f7," ooo Growl and Yummy time coming soon for you too huh oh yeah, I have been hunting for a combo tshirt, think I can find one?  NO","ooo Growl and Yummy time coming soon for you too huh oh yeah, I have been hunting for a combo tshirt, think I can find one?  NO",neutral,night,70-100,Czechia (Czech Republic),10708981,77240,139
80a24991b3,im back to this z-index problem...again,im back to this z-index problem...again,negative,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40
0549e452ec,is anyone out there??  so bored at work...,so bored at work...,negative,noon,21-30,Denmark,5792202,42430,137
ebeea1f86c,Am hating my life at the moment. There`s only so many NOs my delicate little mind can take,hating,negative,night,31-45,Djibouti,988000,23180,43
d35ae0cfa5,www.myspace.com/fashionisthenextcity  check out and started new tee`s  limited edition in different ways !! check facebook group too,www.myspace.com/fashionisthenextcity  check out and started new tee`s  limited edition in different ways !! check facebook group too,neutral,morning,46-60,Dominica,71986,750,96
4f09c42f8b, 'They' being the husband or the girl?,'They' being the husband or the girl?,neutral,noon,60-70,Dominican Republic,10847910,4.83E+04,225
a8f6fc8b5a,Thinking of what I should do in Vegas??? Any good ideas or places that are a most see!??,Thinking of what I should do in Vegas??? Any good ideas or places that are a most see!??,neutral,night,70-100,Ecuador,17643054,248360,71
fcfa10681f,first day of summer sucks!!!! its overcast and cold...  this isn`t summer!?!?!?!?,sucks!!,negative,morning,0-20,Egypt,102334404,995450,103
b04bbb81c9,   Hi to one kiwi artist from another kiwi artist,Hi to one kiwi artist from another kiwi artis,neutral,noon,21-30,El Salvador,6486205,20720,313
a88de8cc26,says Happy Mother`s Day to all Moms out there  http://plurk.com/p/stkr2,Happy Mother`s Day,positive,night,31-45,Equatorial Guinea,1402985,28050,50
289317384e, oooo ok   why  havent you accepted my friends request,oooo ok   why  havent you accepted my friends reque,neutral,morning,46-60,Eritrea,3546421,101000,35
bfa9cdee68,sorry to tweet about BGT but poor wonderful crazy weird Greg  so not fair. the silly little girl is never going to cope. urgh. NOT FAIR.,sorry,negative,noon,60-70,Estonia,1326535,42390,31
5210cc55ae, no,no,neutral,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
ea25722a23,_michele thanks for that...am now following them...love good causes,love good causes,positive,morning,0-20,Ethiopia,114963588,1000000,115
f3a5b39195, Not available in my area  I would too,Not available in my area,negative,noon,21-30,Fiji,896445,18270,49
